ticket_id,customer_id,ticket_date,issue_category,issue_subcategory,priority,ticket_status,resolution_time_hours,customer_satisfaction_score,ticket_description,support_agent_id
TCK0000795,CUST001012,2023-12-27,Billing & Payments,Refund request,Medium,Resolved,56.9,5.0,"Please process a refund, I was charged after cancellation and this needs to be corrected quickly.",AGT0083
TCK0000796,CUST001013,2024-11-03,Content,Missing subtitles,Low,Resolved,41.5,3.0,Subtitles are missing for several titles in my preferred language even though it is listed as available.,AGT0049
TCK0000797,CUST001014,2026-03-26,Account Access,Login failure,Medium,Resolved,5.8,3.0,"I cannot log into my account from my phone even though the password is correct, it keeps saying invalid credentials.",AGT0116
TCK0000798,CUST001016,2025-04-23,Billing & Payments,Failed payment,Medium,Pending,,,"My payment failed twice this month even though my card has sufficient balance, and I still lost access to my account.",AGT0071
TCK0000799,CUST001016,2023-06-12,Subscription,Cancellation request,High,Closed,71.7,2.0,"Please cancel my plan, the content library does not match what I expected when I signed up.",AGT0118
TCK0000800,CUST001018,2024-08-30,Streaming Quality,Buffering,Low,Resolved,20.2,5.0,The video quality drops and buffers every evening during peak hours which is very annoying.,AGT0020
TCK0000801,CUST001020,2022-05-24,Streaming Quality,Low resolution,Low,Closed,6.5,5.0,Even on the premium plan the video quality looks like standard definition on my smart TV.,AGT0094
TCK0000802,CUST001023,2026-06-09,Account Access,Login failure,Low,Escalated,,,"I cannot log into my account from my phone even though the password is correct, it keeps saying invalid credentials.",AGT0106
TCK0000803,CUST001026,2025-12-25,Streaming Quality,Audio sync issue,High,Closed,23.5,5.0,The audio is out of sync with the video on almost every title I try to watch on my tablet.,AGT0112
TCK0000804,CUST001032,2022-10-12,Account Access,Account locked,Medium,Pending,,,My account got locked after multiple login attempts from a new device and support has not responded yet.,AGT0078
TCK0000805,CUST001033,2025-04-30,Billing & Payments,Price dispute,Medium,Resolved,18.9,1.0,The price increased without any prior notice and I am not happy paying more for the same plan.,AGT0008
TCK0000806,CUST001034,2024-03-17,Content,Content unavailable in region,Critical,Closed,11.5,3.0,Several titles I could watch last month are now unavailable in my region without any explanation.,AGT0028
TCK0000807,CUST001037,2020-08-30,Streaming Quality,Low resolution,Low,Escalated,,,Even on the premium plan the video quality looks like standard definition on my smart TV.,AGT0080
TCK0000808,CUST001038,2026-01-14,Device & App,Download failure,Low,Resolved,26.6,5.0,Downloads for offline viewing keep failing at random percentages and I have to restart every time.,AGT0055
TCK0000809,CUST001040,2026-02-13,Billing & Payments,Refund request,Medium,Closed,3.2,5.0,"Please process a refund, I was charged after cancellation and this needs to be corrected quickly.",AGT0023
TCK0000810,CUST001043,2022-10-29,Streaming Quality,Buffering,Low,Resolved,23.4,4.0,Streaming keeps buffering constantly even though my internet speed test shows more than enough bandwidth.,AGT0096
TCK0000811,CUST001044,2025-08-25,Streaming Quality,Buffering,High,Resolved,30.1,3.0,The video quality drops and buffers every evening during peak hours which is very annoying.,AGT0076
TCK0000812,CUST001046,,Account Access,Account locked,High,Resolved,21.3,4.0,My account got locked after multiple login attempts from a new device and support has not responded yet.,AGT0055
TCK0000813,CUST001047,2026-06-08,Streaming Quality,Buffering,High,Resolved,10.8,2.0,The video quality drops and buffers every evening during peak hours which is very annoying.,AGT0107
TCK0000814,CUST001048,2026-04-24,Streaming Quality,App crashing,High,Closed,20.2,3.0,"The app crashes every time I try to open a show on my mobile device, I already reinstalled it twice.",AGT0009
TCK0000815,CUST001049,2025-04-07,Streaming Quality,App crashing,Critical,Resolved,18.4,3.0,"The app crashes every time I try to open a show on my mobile device, I already reinstalled it twice.",AGT0085
TCK0000816,CUST001050,2025-08-16,Content,Content removed,Medium,Resolved,6.3,4.0,A show I was halfway through watching was removed from the platform with no notice at all.,AGT0007
TCK0000817,CUST001050,2025-10-16,Billing & Payments,Price dispute,High,Resolved,37.4,4.0,The price increased without any prior notice and I am not happy paying more for the same plan.,AGT0119
TCK0000818,CUST001053,2026-04-26,Account Access,Password reset,Medium,Resolved,17.5,4.0,I requested a password reset link three times but never received the email in my inbox or spam folder.,AGT0015
TCK0000819,CUST001054,2025-07-31,Subscription,Plan downgrade request,Medium,Closed,1.7,3.0,"I would like to downgrade my plan next cycle, please let me know how to do that from my account settings.",AGT0061
TCK0000820,CUST001055,2025-09-07,Content,Content unavailable in region,Medium,Resolved,19.0,3.0,Several titles I could watch last month are now unavailable in my region without any explanation.,AGT0103
TCK0000821,CUST001056,2025-02-05,Streaming Quality,Buffering,Medium,Resolved,26.9,4.0,The video quality drops and buffers every evening during peak hours which is very annoying.,AGT0016
TCK0000822,CUST001058,2025-11-01,Billing & Payments,Duplicate charge,Low,Closed,29.8,3.0,There are two identical transactions on my statement for this billing cycle which should not have happened.,AGT0053
TCK0000823,CUST001058,2025-10-14,Streaming Quality,App crashing,Medium,Closed,21.2,4.0,"The app crashes every time I try to open a show on my mobile device, I already reinstalled it twice.",AGT0092
TCK0000824,CUST001058,2025-01-04,Streaming Quality,Audio sync issue,High,Closed,3.1,3.0,The audio is out of sync with the video on almost every title I try to watch on my tablet.,AGT0055
TCK0000825,CUST001059,2019-06-27,Streaming Quality,App crashing,Medium,Resolved,17.9,3.0,"The app crashes every time I try to open a show on my mobile device, I already reinstalled it twice.",AGT0087
TCK0000826,CUST001059,2023-07-06,Account Access,Account locked,Low,Closed,41.3,4.0,My account got locked after multiple login attempts from a new device and support has not responded yet.,AGT0089
TCK0000827,CUST001060,2025-09-21,Billing & Payments,Failed payment,High,Pending,,,"I was charged but the payment shows as failed on my end, please check and confirm my subscription status.",AGT0039
TCK0000828,CUST001063,2022-03-10,Subscription,Plan upgrade request,Medium,Closed,12.9,4.0,I want to upgrade to the premium plan for better video quality and more simultaneous streams.,AGT0106
TCK0000829,CUST001067,2026-05-26,Streaming Quality,Low resolution,Low,Resolved,4.8,4.0,Even on the premium plan the video quality looks like standard definition on my smart TV.,AGT0093
TCK0000830,CUST001068,2026-05-13,Billing & Payments,Duplicate charge,Low,Resolved,7.1,5.0,There are two identical transactions on my statement for this billing cycle which should not have happened.,AGT0087
TCK0000831,CUST001069,2021-11-21,Account Access,Account locked,High,Resolved,27.0,3.0,My account got locked after multiple login attempts from a new device and support has not responded yet.,AGT0110
TCK0000832,CUST001070,2026-06-26,Streaming Quality,Audio sync issue,Medium,Pending,,,The audio is out of sync with the video on almost every title I try to watch on my tablet.,AGT0016
TCK0000833,CUST001072,2025-02-10,Streaming Quality,Audio sync issue,High,Closed,4.4,2.0,The audio is out of sync with the video on almost every title I try to watch on my tablet.,AGT0077
TCK0000834,CUST001074,2025-08-10,Device & App,Download failure,Low,Pending,,,Downloads for offline viewing keep failing at random percentages and I have to restart every time.,AGT0094
TCK0000835,CUST001075,2020-11-12,Streaming Quality,Buffering,Low,Pending,,,Streaming keeps buffering constantly even though my internet speed test shows more than enough bandwidth.,AGT0085
TCK0000836,CUST001076,2024-12-20,Device & App,App not loading,Medium,Resolved,4.1,5.0,The app does not load past the splash screen on my gaming console since the last update.,AGT0029
TCK0000837,CUST001077,2021-01-29,Streaming Quality,App crashing,Medium,Closed,40.5,4.0,"The app crashes every time I try to open a show on my mobile device, I already reinstalled it twice.",AGT0082
TCK0000838,CUST001082,2020-10-23,Streaming Quality,App crashing,High,Resolved,19.7,2.0,"The app crashes every time I try to open a show on my mobile device, I already reinstalled it twice.",AGT0031
TCK0000839,CUST001084,2023-06-09,Streaming Quality,Buffering,High,Closed,2.2,2.0,Streaming keeps buffering constantly even though my internet speed test shows more than enough bandwidth.,AGT0011
TCK0000840,CUST001086,2023-11-11,Account Access,Password reset,Low,Closed,26.9,2.0,I requested a password reset link three times but never received the email in my inbox or spam folder.,AGT0054
TCK0000841,CUST001088,2026-06-12,Streaming Quality,App crashing,Medium,Resolved,19.7,3.0,"The app crashes every time I try to open a show on my mobile device, I already reinstalled it twice.",AGT0075
TCK0000842,CUST001093,2025-03-03,Device & App,Device not supported,Low,Resolved,11.5,5.0,My new smart TV model shows the app as unsupported even though older models work fine.,AGT0015
TCK0000843,CUST001095,2025-12-07,Billing & Payments,Failed payment,Medium,Closed,33.5,4.0,"I was charged but the payment shows as failed on my end, please check and confirm my subscription status.",AGT0107
TCK0000844,CUST001095,2025-07-21,Account Access,Email verification issue,High,Escalated,,,The verification email never arrived after I updated my email address in account settings.,AGT0046
TCK0000845,CUST001096,2024-05-15,Account Access,Account locked,Critical,Pending,,,My account got locked after multiple login attempts from a new device and support has not responded yet.,AGT0005
TCK0000846,CUST001096,2025-11-17,Billing & Payments,Invoice question,Low,Resolved,28.6,4.0,"Can you send me a detailed invoice breakdown for this month's charge, the app only shows a total amount.",AGT0062
TCK0000847,CUST001097,2022-08-11,Billing & Payments,Duplicate charge,Low,Closed,6.5,2.0,There are two identical transactions on my statement for this billing cycle which should not have happened.,AGT0028
TCK0000848,CUST001098,2025-05-11,Device & App,Device not supported,High,Resolved,39.7,5.0,My new smart TV model shows the app as unsupported even though older models work fine.,AGT0047
TCK0000849,CUST001099,2025-05-19,Account Access,Login failure,Low,Pending,,,"Login keeps failing after the recent app update, this has been going on for two days now.",AGT0099
TCK0000850,CUST001101,2024-06-20,Subscription,Auto-renew complaint,Medium,Closed,2.5,3.0,I was auto renewed without any reminder notification and would like a refund for this cycle.,AGT0086
TCK0000851,CUST001103,2023-02-11,Subscription,Plan upgrade request,Critical,Closed,21.4,5.0,I want to upgrade to the premium plan for better video quality and more simultaneous streams.,AGT0097
TCK0000852,CUST001104,2022-09-25,Account Access,Account locked,Medium,Resolved,16.3,3.0,My account got locked after multiple login attempts from a new device and support has not responded yet.,AGT0038
TCK0000853,CUST001107,2024-01-03,Billing & Payments,Duplicate charge,Critical,Resolved,1.5,3.0,"I was billed twice for the same month, please refund the extra charge as soon as possible.",AGT0017
TCK0000854,CUST001108,2026-05-30,Subscription,Auto-renew complaint,High,Escalated,,,I was auto renewed without any reminder notification and would like a refund for this cycle.,AGT0046
TCK0000855,CUST001109,2025-08-16,Device & App,Download failure,Medium,Closed,0.7,3.0,Downloads for offline viewing keep failing at random percentages and I have to restart every time.,AGT0031
TCK0000856,CUST001111,2025-09-13,Device & App,Download failure,Medium,Resolved,4.3,3.0,Downloads for offline viewing keep failing at random percentages and I have to restart every time.,AGT0089
TCK0000857,CUST001111,2024-08-05,Device & App,Device not supported,Medium,Closed,12.6,3.0,My new smart TV model shows the app as unsupported even though older models work fine.,AGT0035
